timestamp,asset,phase,return_temperature_c,return_flow_lpm,return_conductivity_mscm,return_pressure_bar
2026-08-25T11:08:40+00:00,HTST-01,CAUSTIC,74.055,423.952,45.78,2.773
2026-08-25T11:08:50+00:00,HTST-01,CAUSTIC,73.514,419.615,45.703,2.79
2026-08-25T11:09:00+00:00,HTST-01,CAUSTIC,74.7,425.992,45.205,2.744
2026-08-25T11:09:10+00:00,HTST-01,CAUSTIC,75.068,425.809,45.744,2.762
2026-08-25T11:09:20+00:00,HTST-01,CAUSTIC,74.128,420.461,45.509,2.8
2026-08-25T11:09:30+00:00,HTST-01,CAUSTIC,75.212,410.813,44.868,2.847
2026-08-25T11:09:40+00:00,HTST-01,CAUSTIC,73.573,421.268,45.409,2.78
2026-08-25T11:09:50+00:00,HTST-01,CAUSTIC,74.495,420.316,45.416,2.825
2026-08-25T11:10:00+00:00,HTST-01,CAUSTIC,74.469,425.966,45.52,2.796
2026-08-25T11:10:10+00:00,HTST-01,CAUSTIC,74.164,412.496,45.44,2.823
2026-08-25T11:10:20+00:00,HTST-01,CAUSTIC,73.519,415.072,45.534,2.829
2026-08-25T11:10:30+00:00,HTST-01,CAUSTIC,74.404,417.634,44.986,2.819
2026-08-25T11:10:40+00:00,HTST-01,CAUSTIC,75.396,422.124,45.022,2.807
2026-08-25T11:10:50+00:00,HTST-01,CAUSTIC,74.401,417.778,44.37,2.835
2026-08-25T11:11:00+00:00,HTST-01,CAUSTIC,73.677,424.03,44.701,2.792
2026-08-25T11:11:10+00:00,HTST-01,CAUSTIC,74.504,420.664,45.403,2.772
2026-08-25T11:11:20+00:00,HTST-01,CAUSTIC,73.718,423.691,44.681,2.767
2026-08-25T11:11:30+00:00,HTST-01,CAUSTIC,74.049,413.873,44.615,2.834
2026-08-25T11:11:40+00:00,HTST-01,CAUSTIC,73.91,410.56,45.182,2.863
2026-08-25T11:11:50+00:00,HTST-01,CAUSTIC,74.179,422.899,44.029,2.777
2026-08-25T11:12:00+00:00,HTST-01,CAUSTIC,73.385,421.164,44.562,2.784
2026-08-25T11:12:10+00:00,HTST-01,CAUSTIC,74.89,422.665,45.374,2.791
2026-08-25T11:12:20+00:00,HTST-01,CAUSTIC,75.167,421.805,45.33,2.747
2026-08-25T11:12:30+00:00,HTST-01,CAUSTIC,74.948,418.812,45.655,2.798
2026-08-25T11:12:40+00:00,HTST-01,CAUSTIC,75.47,421.875,44.121,2.837
2026-08-25T11:12:50+00:00,HTST-01,CAUSTIC,74.036,427.546,45.345,2.752
2026-08-25T11:13:00+00:00,HTST-01,CAUSTIC,74.781,344.733,45.451,3.257
2026-08-25T11:13:10+00:00,HTST-01,CAUSTIC,74.913,341.952,44.983,3.261
2026-08-25T11:13:20+00:00,HTST-01,CAUSTIC,74.946,342.475,45.051,3.318
2026-08-25T11:13:30+00:00,HTST-01,CAUSTIC,75.07,346.864,45.319,3.248
2026-08-25T11:13:40+00:00,HTST-01,CAUSTIC,75.342,346.567,45.214,3.202
2026-08-25T11:13:50+00:00,HTST-01,CAUSTIC,75.017,348.977,45.162,3.262
2026-08-25T11:14:00+00:00,HTST-01,CAUSTIC,73.799,345.55,44.667,3.239
2026-08-25T11:14:10+00:00,HTST-01,CAUSTIC,74.013,341.417,46.06,3.245
2026-08-25T11:14:20+00:00,HTST-01,CAUSTIC,75.352,347.43,45.495,3.218
2026-08-25T11:14:30+00:00,HTST-01,CAUSTIC,74.63,344.823,43.92,3.262
2026-08-25T11:14:40+00:00,HTST-01,CAUSTIC,74.136,346.13,44.938,3.256
2026-08-25T11:14:50+00:00,HTST-01,CAUSTIC,74.604,345.148,44.838,3.233
2026-08-25T11:15:00+00:00,HTST-01,CAUSTIC,74.187,345.471,45.0,3.247
2026-08-25T11:15:10+00:00,HTST-01,CAUSTIC,74.588,346.264,44.933,3.263
2026-08-25T11:15:20+00:00,HTST-01,CAUSTIC,74.717,342.103,44.905,3.229
2026-08-25T11:15:30+00:00,HTST-01,CAUSTIC,74.53,341.748,44.535,3.217
2026-08-25T11:15:40+00:00,HTST-01,CAUSTIC,73.98,340.892,45.789,3.259
2026-08-25T11:15:50+00:00,HTST-01,CAUSTIC,74.76,349.452,45.248,3.237
2026-08-25T11:16:00+00:00,HTST-01,CAUSTIC,74.49,347.914,45.298,3.253
2026-08-25T11:16:10+00:00,HTST-01,CAUSTIC,73.959,344.111,44.926,3.277
2026-08-25T11:16:20+00:00,HTST-01,CAUSTIC,74.798,352.639,45.454,3.229
2026-08-25T11:16:30+00:00,HTST-01,CAUSTIC,74.392,343.97,45.045,3.274
2026-08-25T11:16:40+00:00,HTST-01,CAUSTIC,74.99,345.563,45.003,3.254
2026-08-25T11:16:50+00:00,HTST-01,CAUSTIC,75.065,347.561,45.391,3.245
2026-08-25T11:17:00+00:00,HTST-01,CAUSTIC,74.603,347.058,45.028,3.217
2026-08-25T11:17:10+00:00,HTST-01,CAUSTIC,74.186,343.692,45.002,3.218
2026-08-25T11:17:20+00:00,HTST-01,CAUSTIC,74.159,344.836,45.284,3.246
2026-08-25T11:17:30+00:00,HTST-01,CAUSTIC,73.792,348.28,45.914,3.213
2026-08-25T11:17:40+00:00,HTST-01,CAUSTIC,74.407,347.805,44.09,3.195
2026-08-25T11:17:50+00:00,HTST-01,CAUSTIC,74.474,339.524,45.315,3.262
2026-08-25T11:18:00+00:00,HTST-01,CAUSTIC,74.185,345.749,44.299,3.258
2026-08-25T11:18:10+00:00,HTST-01,CAUSTIC,74.851,341.064,45.751,3.264
2026-08-25T11:18:20+00:00,HTST-01,CAUSTIC,73.97,345.016,44.462,3.26
2026-08-25T11:18:30+00:00,HTST-01,CAUSTIC,73.707,344.402,44.381,3.247
2026-08-25T11:18:40+00:00,HTST-01,CAUSTIC,74.468,346.063,44.62,3.242
2026-08-25T11:18:50+00:00,HTST-01,CAUSTIC,74.164,342.056,44.913,3.268
2026-08-25T11:19:00+00:00,HTST-01,CAUSTIC,73.748,340.867,45.1,3.27
2026-08-25T11:19:10+00:00,HTST-01,CAUSTIC,74.343,344.891,45.23,3.234
2026-08-25T11:19:20+00:00,HTST-01,CAUSTIC,74.428,345.883,44.967,3.23
2026-08-25T11:19:30+00:00,HTST-01,CAUSTIC,73.823,341.664,44.813,3.268
2026-08-25T11:19:40+00:00,HTST-01,CAUSTIC,74.254,343.761,45.053,3.304
2026-08-25T11:19:50+00:00,HTST-01,CAUSTIC,74.339,348.348,45.551,3.182
2026-08-25T11:20:00+00:00,HTST-01,CAUSTIC,74.124,352.01,45.124,3.214
2026-08-25T11:20:10+00:00,HTST-01,CAUSTIC,75.14,346.53,45.383,3.238
2026-08-25T11:20:20+00:00,HTST-01,CAUSTIC,74.755,341.948,44.461,3.273
2026-08-25T11:20:30+00:00,HTST-01,CAUSTIC,75.56,348.489,44.888,3.23
2026-08-25T11:20:40+00:00,HTST-01,CAUSTIC,74.096,347.13,45.129,3.222
2026-08-25T11:20:50+00:00,HTST-01,CAUSTIC,75.376,345.806,45.833,3.237
2026-08-25T11:21:00+00:00,HTST-01,CAUSTIC,75.207,343.561,44.648,3.245
2026-08-25T11:21:10+00:00,HTST-01,CAUSTIC,74.859,342.968,45.667,3.278
2026-08-25T11:21:20+00:00,HTST-01,CAUSTIC,74.475,348.395,45.155,3.219
2026-08-25T11:21:30+00:00,HTST-01,CAUSTIC,75.642,343.058,45.002,3.261
2026-08-25T11:21:40+00:00,HTST-01,CAUSTIC,73.625,341.354,45.893,3.242
2026-08-25T11:21:50+00:00,HTST-01,CAUSTIC,73.689,344.818,45.588,3.245
2026-08-25T11:22:00+00:00,HTST-01,CAUSTIC,74.439,340.686,44.456,3.274
2026-08-25T11:22:10+00:00,HTST-01,CAUSTIC,74.654,342.289,45.234,3.269
2026-08-25T11:22:20+00:00,HTST-01,CAUSTIC,74.258,344.654,45.783,3.243
2026-08-25T11:22:30+00:00,HTST-01,CAUSTIC,74.149,345.884,44.531,3.255
2026-08-25T11:22:40+00:00,HTST-01,CAUSTIC,74.784,345.039,46.049,3.306
2026-08-25T11:22:50+00:00,HTST-01,CAUSTIC,73.566,345.463,44.739,3.255
2026-08-25T11:23:00+00:00,HTST-01,CAUSTIC,74.381,347.314,45.183,3.198
2026-08-25T11:23:10+00:00,HTST-01,CAUSTIC,74.057,415.873,44.999,2.804
2026-08-25T11:23:20+00:00,HTST-01,CAUSTIC,74.814,422.54,44.675,2.8
2026-08-25T11:23:30+00:00,HTST-01,CAUSTIC,74.653,419.582,45.254,2.774
2026-08-25T11:23:40+00:00,HTST-01,CAUSTIC,74.485,417.882,45.227,2.811
2026-08-25T11:23:50+00:00,HTST-01,CAUSTIC,74.875,422.56,44.561,2.822
2026-08-25T11:24:00+00:00,HTST-01,CAUSTIC,74.223,419.398,45.073,2.834
2026-08-25T11:24:10+00:00,HTST-01,CAUSTIC,74.658,417.24,45.449,2.816
2026-08-25T11:24:20+00:00,HTST-01,CAUSTIC,74.495,425.763,44.112,2.783
2026-08-25T11:24:30+00:00,HTST-01,CAUSTIC,73.625,419.475,45.372,2.812
2026-08-25T11:24:40+00:00,HTST-01,CAUSTIC,74.683,419.152,44.251,2.835
2026-08-25T11:24:50+00:00,HTST-01,CAUSTIC,74.213,414.562,44.489,2.808
2026-08-25T11:25:00+00:00,HTST-01,CAUSTIC,74.668,421.718,45.846,2.795
2026-08-25T11:25:10+00:00,HTST-01,CAUSTIC,75.617,417.304,44.74,2.827
2026-08-25T11:25:20+00:00,HTST-01,CAUSTIC,74.774,415.32,44.493,2.834
2026-08-25T11:25:30+00:00,HTST-01,CAUSTIC,74.624,419.191,44.347,2.794
2026-08-25T11:25:40+00:00,HTST-01,CAUSTIC,74.73,419.656,44.942,2.795
2026-08-25T11:25:50+00:00,HTST-01,CAUSTIC,75.027,418.532,45.695,2.826
2026-08-25T11:26:00+00:00,HTST-01,CAUSTIC,74.121,423.0,45.036,2.812
2026-08-25T11:26:10+00:00,HTST-01,CAUSTIC,74.309,420.786,44.963,2.765
2026-08-25T11:26:20+00:00,HTST-01,CAUSTIC,74.508,421.486,44.662,2.768
2026-08-25T11:26:30+00:00,HTST-01,CAUSTIC,73.512,421.042,45.019,2.783
2026-08-25T11:26:40+00:00,HTST-01,CAUSTIC,74.944,417.577,44.863,2.824
2026-08-25T11:26:50+00:00,HTST-01,CAUSTIC,73.716,419.917,44.661,2.817
2026-08-25T11:27:00+00:00,HTST-01,CAUSTIC,74.419,417.378,45.154,2.822
2026-08-25T11:27:10+00:00,HTST-01,CAUSTIC,75.332,429.465,44.657,2.73
2026-08-25T11:27:20+00:00,HTST-01,CAUSTIC,74.509,424.097,45.087,2.751
2026-08-25T11:27:30+00:00,HTST-01,CAUSTIC,73.45,423.182,45.303,2.793
2026-08-25T11:27:40+00:00,HTST-01,CAUSTIC,75.815,421.016,45.102,2.812
2026-08-25T11:27:50+00:00,HTST-01,CAUSTIC,74.684,415.047,45.832,2.822
2026-08-25T11:28:00+00:00,HTST-01,CAUSTIC,72.778,418.51,45.406,2.827
2026-08-25T11:28:10+00:00,HTST-01,CAUSTIC,75.577,418.982,44.997,2.796
2026-08-25T11:28:20+00:00,HTST-01,CAUSTIC,74.081,422.557,44.685,2.785
2026-08-25T11:28:30+00:00,HTST-01,CAUSTIC,74.533,423.657,44.913,2.788
2026-08-25T11:28:40+00:00,HTST-01,CAUSTIC,74.429,419.393,45.332,2.781
2026-08-25T11:28:50+00:00,HTST-01,CAUSTIC,75.228,416.171,45.233,2.845
2026-08-25T11:29:00+00:00,HTST-01,CAUSTIC,74.672,426.44,44.218,2.768
2026-08-25T11:29:10+00:00,HTST-01,CAUSTIC,74.946,419.402,45.099,2.773
2026-08-25T11:29:20+00:00,HTST-01,CAUSTIC,74.986,418.854,45.015,2.814
2026-08-25T11:29:30+00:00,HTST-01,CAUSTIC,74.539,418.516,45.338,2.808
2026-08-25T11:29:40+00:00,HTST-01,CAUSTIC,73.431,422.703,44.788,2.811
2026-08-25T11:29:50+00:00,HTST-01,CAUSTIC,74.318,426.334,44.939,2.755
2026-08-25T11:30:00+00:00,HTST-01,INTERMEDIATE_RINSE,40.367,418.159,35.252,2.836
2026-08-25T11:30:10+00:00,HTST-01,INTERMEDIATE_RINSE,39.645,417.691,32.618,2.816
2026-08-25T11:30:20+00:00,HTST-01,INTERMEDIATE_RINSE,40.565,415.338,30.699,2.816
2026-08-25T11:30:30+00:00,HTST-01,INTERMEDIATE_RINSE,40.249,419.988,28.091,2.812
2026-08-25T11:30:40+00:00,HTST-01,INTERMEDIATE_RINSE,39.861,411.803,26.381,2.864
2026-08-25T11:30:50+00:00,HTST-01,INTERMEDIATE_RINSE,39.228,415.775,24.384,2.817
2026-08-25T11:31:00+00:00,HTST-01,INTERMEDIATE_RINSE,40.429,416.41,22.813,2.832
2026-08-25T11:31:10+00:00,HTST-01,INTERMEDIATE_RINSE,40.791,419.463,21.23,2.828
2026-08-25T11:31:20+00:00,HTST-01,INTERMEDIATE_RINSE,40.134,427.961,19.573,2.796
2026-08-25T11:31:30+00:00,HTST-01,INTERMEDIATE_RINSE,39.008,419.669,18.397,2.821
2026-08-25T11:31:40+00:00,HTST-01,INTERMEDIATE_RINSE,40.335,413.785,17.093,2.839
2026-08-25T11:31:50+00:00,HTST-01,INTERMEDIATE_RINSE,40.517,413.891,15.789,2.836
2026-08-25T11:32:00+00:00,HTST-01,INTERMEDIATE_RINSE,39.031,416.254,14.814,2.831
2026-08-25T11:32:10+00:00,HTST-01,INTERMEDIATE_RINSE,39.649,416.423,13.697,2.82
2026-08-25T11:32:20+00:00,HTST-01,INTERMEDIATE_RINSE,39.668,421.001,12.878,2.818
2026-08-25T11:32:30+00:00,HTST-01,INTERMEDIATE_RINSE,40.852,416.321,11.871,2.772
2026-08-25T11:32:40+00:00,HTST-01,INTERMEDIATE_RINSE,40.95,417.866,11.053,2.823
2026-08-25T11:32:50+00:00,HTST-01,INTERMEDIATE_RINSE,39.321,417.894,10.462,2.776
2026-08-25T11:33:00+00:00,HTST-01,INTERMEDIATE_RINSE,40.146,410.529,9.855,2.873
2026-08-25T11:33:10+00:00,HTST-01,INTERMEDIATE_RINSE,40.105,419.766,9.08,2.827
2026-08-25T11:33:20+00:00,HTST-01,INTERMEDIATE_RINSE,39.888,416.36,8.519,2.836
2026-08-25T11:33:30+00:00,HTST-01,INTERMEDIATE_RINSE,39.593,424.924,7.793,2.779
2026-08-25T11:33:40+00:00,HTST-01,INTERMEDIATE_RINSE,39.921,414.839,7.099,2.835
2026-08-25T11:33:50+00:00,HTST-01,INTERMEDIATE_RINSE,40.47,420.097,6.834,2.799
2026-08-25T11:34:00+00:00,HTST-01,INTERMEDIATE_RINSE,40.676,415.801,6.245,2.843
2026-08-25T11:34:10+00:00,HTST-01,INTERMEDIATE_RINSE,40.032,415.696,5.827,2.821
2026-08-25T11:34:20+00:00,HTST-01,INTERMEDIATE_RINSE,40.312,413.161,5.517,2.85
2026-08-25T11:34:30+00:00,HTST-01,INTERMEDIATE_RINSE,40.09,421.091,4.937,2.788
2026-08-25T11:34:40+00:00,HTST-01,INTERMEDIATE_RINSE,39.832,423.283,4.856,2.767
2026-08-25T11:34:50+00:00,HTST-01,INTERMEDIATE_RINSE,40.219,427.257,4.279,2.747
2026-08-25T11:35:00+00:00,HTST-01,INTERMEDIATE_RINSE,40.597,421.245,4.009,2.837
2026-08-25T11:35:10+00:00,HTST-01,INTERMEDIATE_RINSE,38.73,420.002,3.758,2.798
2026-08-25T11:35:20+00:00,HTST-01,INTERMEDIATE_RINSE,39.666,418.318,3.882,2.777
2026-08-25T11:35:30+00:00,HTST-01,INTERMEDIATE_RINSE,40.427,422.603,3.056,2.773
2026-08-25T11:35:40+00:00,HTST-01,INTERMEDIATE_RINSE,40.072,418.471,3.275,2.781
2026-08-25T11:35:50+00:00,HTST-01,INTERMEDIATE_RINSE,39.152,420.962,3.05,2.778
2026-08-25T11:36:00+00:00,HTST-01,INTERMEDIATE_RINSE,40.43,420.591,2.749,2.751
2026-08-25T11:36:10+00:00,HTST-01,INTERMEDIATE_RINSE,39.849,420.934,2.626,2.812
2026-08-25T11:36:20+00:00,HTST-01,INTERMEDIATE_RINSE,38.771,419.969,2.344,2.851
2026-08-25T11:36:30+00:00,HTST-01,INTERMEDIATE_RINSE,39.523,418.143,2.11,2.829
2026-08-25T11:36:40+00:00,HTST-01,INTERMEDIATE_RINSE,39.778,414.848,2.182,2.836
2026-08-25T11:36:50+00:00,HTST-01,INTERMEDIATE_RINSE,39.736,415.237,1.895,2.797
2026-08-25T11:37:00+00:00,HTST-01,ACID,63.547,413.765,20.121,2.841
2026-08-25T11:37:10+00:00,HTST-01,ACID,63.495,415.559,19.609,2.837
2026-08-25T11:37:20+00:00,HTST-01,ACID,63.263,407.572,19.866,2.899
2026-08-25T11:37:30+00:00,HTST-01,ACID,63.164,414.886,20.005,2.836
2026-08-25T11:37:40+00:00,HTST-01,ACID,62.787,413.041,19.59,2.83
2026-08-25T11:37:50+00:00,HTST-01,ACID,62.694,418.545,19.537,2.783
2026-08-25T11:38:00+00:00,HTST-01,ACID,63.33,417.41,19.594,2.843
2026-08-25T11:38:10+00:00,HTST-01,ACID,63.102,416.193,19.708,2.826
2026-08-25T11:38:20+00:00,HTST-01,ACID,62.133,416.652,19.757,2.811
2026-08-25T11:38:30+00:00,HTST-01,ACID,63.04,419.066,20.294,2.824
2026-08-25T11:38:40+00:00,HTST-01,ACID,63.294,415.926,19.885,2.819
2026-08-25T11:38:50+00:00,HTST-01,ACID,62.843,409.101,19.928,2.859
2026-08-25T11:39:00+00:00,HTST-01,ACID,62.988,415.904,19.61,2.835
2026-08-25T11:39:10+00:00,HTST-01,ACID,62.918,405.574,20.831,2.882
2026-08-25T11:39:20+00:00,HTST-01,ACID,62.087,426.617,20.392,2.71
2026-08-25T11:39:30+00:00,HTST-01,ACID,63.064,414.79,20.208,2.842
2026-08-25T11:39:40+00:00,HTST-01,ACID,61.879,417.488,20.341,2.816
2026-08-25T11:39:50+00:00,HTST-01,ACID,62.706,414.058,20.255,2.84
2026-08-25T11:40:00+00:00,HTST-01,ACID,62.745,415.875,19.101,2.829
2026-08-25T11:40:10+00:00,HTST-01,ACID,63.377,415.868,19.65,2.837
2026-08-25T11:40:20+00:00,HTST-01,ACID,63.073,423.967,20.497,2.758
2026-08-25T11:40:30+00:00,HTST-01,ACID,62.04,422.118,20.343,2.806
2026-08-25T11:40:40+00:00,HTST-01,ACID,63.407,413.146,19.753,2.859
2026-08-25T11:40:50+00:00,HTST-01,ACID,62.544,412.01,19.275,2.898
2026-08-25T11:41:00+00:00,HTST-01,ACID,63.962,413.084,19.725,2.846
2026-08-25T11:41:10+00:00,HTST-01,ACID,62.625,415.687,20.524,2.804
2026-08-25T11:41:20+00:00,HTST-01,ACID,63.654,416.885,19.767,2.818
2026-08-25T11:41:30+00:00,HTST-01,ACID,62.843,413.23,20.13,2.804
2026-08-25T11:41:40+00:00,HTST-01,ACID,61.896,412.966,19.493,2.842
2026-08-25T11:41:50+00:00,HTST-01,ACID,63.028,416.479,20.222,2.805
2026-08-25T11:42:00+00:00,HTST-01,ACID,62.646,415.323,19.152,2.838
2026-08-25T11:42:10+00:00,HTST-01,ACID,63.265,415.303,19.951,2.847
2026-08-25T11:42:20+00:00,HTST-01,ACID,63.008,418.33,20.295,2.814
2026-08-25T11:42:30+00:00,HTST-01,ACID,63.653,414.564,19.771,2.816
2026-08-25T11:42:40+00:00,HTST-01,ACID,62.601,423.037,20.622,2.782
2026-08-25T11:42:50+00:00,HTST-01,ACID,63.284,419.23,20.47,2.829
2026-08-25T11:43:00+00:00,HTST-01,ACID,62.369,417.811,19.744,2.842
2026-08-25T11:43:10+00:00,HTST-01,ACID,63.052,414.582,19.657,2.819
2026-08-25T11:43:20+00:00,HTST-01,ACID,62.571,413.498,20.6,2.839
2026-08-25T11:43:30+00:00,HTST-01,ACID,64.081,417.345,20.474,2.804
2026-08-25T11:43:40+00:00,HTST-01,ACID,63.205,418.492,20.649,2.834
2026-08-25T11:43:50+00:00,HTST-01,ACID,63.049,415.196,20.207,2.837
2026-08-25T11:44:00+00:00,HTST-01,ACID,63.65,415.75,19.428,2.83
2026-08-25T11:44:10+00:00,HTST-01,ACID,62.714,419.148,19.877,2.845
2026-08-25T11:44:20+00:00,HTST-01,ACID,63.315,409.794,20.13,2.9
2026-08-25T11:44:30+00:00,HTST-01,ACID,63.038,411.526,19.986,2.85
2026-08-25T11:44:40+00:00,HTST-01,ACID,62.452,417.865,20.028,2.813
2026-08-25T11:44:50+00:00,HTST-01,ACID,63.14,421.719,19.659,2.777
2026-08-25T11:45:00+00:00,HTST-01,ACID,62.091,412.945,19.925,2.822
2026-08-25T11:45:10+00:00,HTST-01,ACID,62.823,411.273,20.116,2.85
2026-08-25T11:45:20+00:00,HTST-01,ACID,63.713,415.392,20.273,2.83
2026-08-25T11:45:30+00:00,HTST-01,ACID,62.94,418.93,19.981,2.805
2026-08-25T11:45:40+00:00,HTST-01,ACID,61.798,412.442,19.991,2.858
2026-08-25T11:45:50+00:00,HTST-01,ACID,62.695,424.709,20.059,2.751
2026-08-25T11:46:00+00:00,HTST-01,ACID,62.438,406.421,19.435,2.844
2026-08-25T11:46:10+00:00,HTST-01,ACID,63.182,408.527,19.745,2.839
2026-08-25T11:46:20+00:00,HTST-01,ACID,63.309,414.533,19.69,2.839
2026-08-25T11:46:30+00:00,HTST-01,ACID,63.678,420.13,20.776,2.802
2026-08-25T11:46:40+00:00,HTST-01,ACID,63.092,421.714,20.721,2.784
2026-08-25T11:46:50+00:00,HTST-01,ACID,63.229,416.209,20.115,2.813
2026-08-25T11:47:00+00:00,HTST-01,FINAL_RINSE,27.337,410.823,12.947,2.88
2026-08-25T11:47:10+00:00,HTST-01,FINAL_RINSE,28.268,422.583,12.275,2.802
2026-08-25T11:47:20+00:00,HTST-01,FINAL_RINSE,27.046,420.24,12.003,2.84
2026-08-25T11:47:30+00:00,HTST-01,FINAL_RINSE,27.384,418.692,11.322,2.812
2026-08-25T11:47:40+00:00,HTST-01,FINAL_RINSE,28.086,411.022,10.851,2.829
2026-08-25T11:47:50+00:00,HTST-01,FINAL_RINSE,27.303,414.578,10.19,2.84
2026-08-25T11:48:00+00:00,HTST-01,FINAL_RINSE,28.133,414.293,9.772,2.825
2026-08-25T11:48:10+00:00,HTST-01,FINAL_RINSE,28.476,417.404,9.391,2.809
2026-08-25T11:48:20+00:00,HTST-01,FINAL_RINSE,28.777,419.595,8.822,2.826
2026-08-25T11:48:30+00:00,HTST-01,FINAL_RINSE,27.867,412.537,8.551,2.865
2026-08-25T11:48:40+00:00,HTST-01,FINAL_RINSE,28.1,419.678,7.916,2.784
